Data As Of,Start Week,End Week,MMWRyear,MMWRweek,Week Ending Date,Group,Indicator,Jurisdiction,Age Group,COVID-19 Deaths,Total Deaths,Pneumonia Deaths,Influenza Deaths,Pneumonia or Influenza,"Pneumonia, Influenza, or COVID-19 Deaths",Footnote
04/29/2021,01/10/2021,01/16/2021,2021,2,01/16/2021,By Week,Week-ending,HHS Region 3,65 years and over,1936,6533,1104,0,1104,2188,
04/29/2021,01/10/2021,01/16/2021,2021,2,01/16/2021,By Week,Week-ending,HHS Region 4,All Ages,4405,16626,3177,,3185,5115,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/10/2021,01/16/2021,2021,2,01/16/2021,By Week,Week-ending,HHS Region 4,0-17 years,,113,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/10/2021,01/16/2021,2021,2,01/16/2021,By Week,Week-ending,HHS Region 4,18-64 years,781,4000,577,,580,913,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/10/2021,01/16/2021,2021,2,01/16/2021,By Week,Week-ending,HHS Region 4,65 years and over,3623,12513,2599,,2604,4200,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/10/2021,01/16/2021,2021,2,01/16/2021,By Week,Week-ending,HHS Region 5,All Ages,2992,13012,1957,,1961,3495,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/10/2021,01/16/2021,2021,2,01/16/2021,By Week,Week-ending,HHS Region 5,0-17 years,0,101,0,0,0,0,
04/29/2021,01/10/2021,01/16/2021,2021,2,01/16/2021,By Week,Week-ending,HHS Region 5,18-64 years,397,2934,326,0,326,502,
04/29/2021,01/10/2021,01/16/2021,2021,2,01/16/2021,By Week,Week-ending,HHS Region 5,65 years and over,2595,9977,1631,,1635,2993,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/10/2021,01/16/2021,2021,2,01/16/2021,By Week,Week-ending,HHS Region 6,All Ages,3805,11287,2569,10,2579,4262,
04/29/2021,01/10/2021,01/16/2021,2021,2,01/16/2021,By Week,Week-ending,HHS Region 6,0-17 years,,89,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/10/2021,01/16/2021,2021,2,01/16/2021,By Week,Week-ending,HHS Region 6,18-64 years,829,2911,563,,564,934,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/10/2021,01/16/2021,2021,2,01/16/2021,By Week,Week-ending,HHS Region 6,65 years and over,2974,8287,2005,,2014,3325,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/10/2021,01/16/2021,2021,2,01/16/2021,By Week,Week-ending,HHS Region 7,All Ages,875,3657,540,,541,1026,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/10/2021,01/16/2021,2021,2,01/16/2021,By Week,Week-ending,HHS Region 7,0-17 years,0,30,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/10/2021,01/16/2021,2021,2,01/16/2021,By Week,Week-ending,HHS Region 7,18-64 years,129,767,95,,96,156,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/10/2021,01/16/2021,2021,2,01/16/2021,By Week,Week-ending,HHS Region 7,65 years and over,746,2860,444,0,444,869,
04/29/2021,01/10/2021,01/16/2021,2021,2,01/16/2021,By Week,Week-ending,HHS Region 8,All Ages,386,2111,276,,277,461,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/10/2021,01/16/2021,2021,2,01/16/2021,By Week,Week-ending,HHS Region 8,0-17 years,,22,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/10/2021,01/16/2021,2021,2,01/16/2021,By Week,Week-ending,HHS Region 8,18-64 years,71,559,70,0,70,92,
04/29/2021,01/10/2021,01/16/2021,2021,2,01/16/2021,By Week,Week-ending,HHS Region 8,65 years and over,314,1530,206,,207,368,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/10/2021,01/16/2021,2021,2,01/16/2021,By Week,Week-ending,HHS Region 9,All Ages,6262,14909,4336,,4340,6760,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/10/2021,01/16/2021,2021,2,01/16/2021,By Week,Week-ending,HHS Region 9,0-17 years,,84,,,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/10/2021,01/16/2021,2021,2,01/16/2021,By Week,Week-ending,HHS Region 9,18-64 years,1562,3691,1071,,1072,1668,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/10/2021,01/16/2021,2021,2,01/16/2021,By Week,Week-ending,HHS Region 9,65 years and over,4698,11134,3264,,3266,5089,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/10/2021,01/16/2021,2021,2,01/16/2021,By Week,Week-ending,HHS Region 10,All Ages,320,2745,254,,255,422,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/10/2021,01/16/2021,2021,2,01/16/2021,By Week,Week-ending,HHS Region 10,0-17 years,,27,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/10/2021,01/16/2021,2021,2,01/16/2021,By Week,Week-ending,HHS Region 10,18-64 years,34,605,44,0,44,62,
04/29/2021,01/10/2021,01/16/2021,2021,2,01/16/2021,By Week,Week-ending,HHS Region 10,65 years and over,285,2113,210,,211,359,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,United States,All Ages,22239,79497,14976,31,15007,25339,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,United States,0-17 years,6,566,13,0,13,17,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,United States,18-64 years,4300,18523,3067,5,3072,4890,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,United States,65 years and over,17933,60408,11896,26,11922,20432,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Alabama,All Ages,571,1786,267,,269,627,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Alabama,0-17 years,,,0,0,0,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Alabama,18-64 years,120,463,52,0,52,132,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Alabama,65 years and over,450,1317,215,,217,494,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Alaska,All Ages,,98,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Alaska,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Alaska,18-64 years,,34,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Alaska,65 years and over,,61,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Arizona,All Ages,921,2342,635,0,635,1007,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Arizona,0-17 years,,16,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Arizona,18-64 years,209,551,156,0,156,231,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Arizona,65 years and over,710,1775,477,0,477,773,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Arkansas,All Ages,280,981,196,0,196,329,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Arkansas,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Arkansas,18-64 years,53,258,48,0,48,67,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Arkansas,65 years and over,227,718,148,0,148,262,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,California,All Ages,4278,10310,2965,,2967,4609,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,California,0-17 years,,49,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,California,18-64 years,1125,2633,816,0,816,1196,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,California,65 years and over,3152,7628,2146,,2148,3409,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Colorado,All Ages,153,962,99,0,99,178,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Colorado,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Colorado,18-64 years,23,227,16,0,16,27,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Colorado,65 years and over,130,728,83,0,83,151,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Connecticut,All Ages,246,849,106,0,106,267,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Connecticut,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Connecticut,18-64 years,38,173,16,0,16,41,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Connecticut,65 years and over,208,671,90,0,90,226,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Delaware,All Ages,82,267,44,0,44,86,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Delaware,0-17 years,0,0,0,0,0,0,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Delaware,18-64 years,,49,,0,,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Delaware,65 years and over,73,218,38,0,38,75,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,District of Columbia,All Ages,27,125,14,0,14,31,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,District of Columbia,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,District of Columbia,18-64 years,,37,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,District of Columbia,65 years and over,20,87,12,0,12,22,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Florida,All Ages,1194,5546,1009,,1010,1419,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Florida,0-17 years,0,40,0,0,0,0,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Florida,18-64 years,173,1135,142,0,142,209,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Florida,65 years and over,1021,4371,867,,868,1210,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Georgia,All Ages,910,2868,592,,596,1006,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Georgia,0-17 years,0,13,0,0,0,0,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Georgia,18-64 years,192,718,127,0,127,217,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Georgia,65 years and over,718,2137,465,,469,789,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Hawaii,All Ages,15,210,22,0,22,27,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Hawaii,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Hawaii,18-64 years,,58,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Hawaii,65 years and over,13,148,20,0,20,23,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Idaho,All Ages,64,327,47,0,47,72,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Idaho,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Idaho,18-64 years,,73,10,0,10,11,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Idaho,65 years and over,55,251,37,0,37,61,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Illinois,All Ages,494,2710,414,0,414,623,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Illinois,0-17 years,0,28,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Illinois,18-64 years,82,596,75,0,75,106,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Illinois,65 years and over,412,2086,338,0,338,516,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Indiana,All Ages,410,1708,264,0,264,485,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Indiana,0-17 years,,14,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Indiana,18-64 years,60,399,45,0,45,69,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Indiana,65 years and over,349,1295,218,0,218,415,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Iowa,All Ages,141,756,90,0,90,179,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Iowa,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Iowa,18-64 years,18,144,13,0,13,21,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Iowa,65 years and over,123,610,77,0,77,158,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Kansas,All Ages,195,686,114,0,114,224,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Kansas,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Kansas,18-64 years,22,146,16,0,16,26,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Kansas,65 years and over,173,534,98,0,98,198,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Kentucky,All Ages,296,1292,223,,224,363,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Kentucky,0-17 years,0,10,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Kentucky,18-64 years,50,338,45,0,45,65,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Kentucky,65 years and over,246,944,177,,178,297,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Louisiana,All Ages,316,1319,225,0,225,366,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Louisiana,0-17 years,0,11,0,0,0,0,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Louisiana,18-64 years,67,378,54,0,54,78,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Louisiana,65 years and over,249,930,171,0,171,288,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Maine,All Ages,54,342,29,0,29,73,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Maine,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Maine,18-64 years,,67,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Maine,65 years and over,50,273,26,0,26,68,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Maryland,All Ages,345,1368,208,,209,406,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Maryland,0-17 years,0,13,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Maryland,18-64 years,63,338,45,0,45,74,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Maryland,65 years and over,282,1017,162,,163,331,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Massachusetts,All Ages,384,1490,229,,230,445,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Massachusetts,0-17 years,0,10,0,0,0,0,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Massachusetts,18-64 years,33,260,17,,18,42,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Massachusetts,65 years and over,351,1220,212,0,212,403,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Michigan,All Ages,368,2381,292,0,292,459,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Michigan,0-17 years,0,17,0,0,0,0,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Michigan,18-64 years,58,535,53,0,53,76,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Michigan,65 years and over,310,1829,239,0,239,383,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Minnesota,All Ages,134,938,80,,81,170,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Minnesota,0-17 years,0,12,0,0,0,0,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Minnesota,18-64 years,10,177,,,10,16,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Minnesota,65 years and over,124,749,71,0,71,154,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Mississippi,All Ages,291,1014,226,,228,354,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Mississippi,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Mississippi,18-64 years,65,260,52,0,52,78,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Mississippi,65 years and over,226,750,174,,176,276,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Missouri,All Ages,360,1651,263,,265,443,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Missouri,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Missouri,18-64 years,55,379,46,0,46,69,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Missouri,65 years and over,305,1265,217,,219,374,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Montana,All Ages,41,254,26,0,26,48,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Montana,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Montana,18-64 years,,64,,0,,10,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Montana,65 years and over,32,187,20,0,20,38,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Nebraska,All Ages,75,412,50,0,50,94,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Nebraska,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Nebraska,18-64 years,,84,,0,,12,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Nebraska,65 years and over,66,325,43,0,43,82,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Nevada,All Ages,254,816,237,,238,282,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Nevada,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Nevada,18-64 years,61,201,61,0,61,70,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,Nevada,65 years and over,193,608,176,,177,212,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,New Hampshire,All Ages,67,309,30,0,30,78,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,New Hampshire,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,New Hampshire,18-64 years,,58,,0,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,New Hampshire,65 years and over,64,248,26,0,26,72,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,New Jersey,All Ages,555,1992,368,0,368,623,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,New Jersey,0-17 years,0,,0,0,0,0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,New Jersey,18-64 years,113,450,74,0,74,125,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,New Jersey,65 years and over,442,1533,294,0,294,498,
04/29/2021,01/17/2021,01/23/2021,2021,3,01/23/2021,By Week,Week-ending,New Mexico,All Ages,147,529,95,,96,168,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
